North American Industry Classification System (NAICS),Release,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24
Retail trade  [44-45],2025-02-28,"96,560","96,695","96,567","95,625","95,455","96,133","96,596","96,147","95,949","95,627","96,062","96,073","94,042","94,911","95,740","95,125","94,968","95,792","96,253","96,414","97,162","96,333","98,021","97,239","99,070","99,972","98,543","99,736","98,898","98,493","99,363","99,353","1,00,198","1,00,484","1,00,906","1,00,892","1,02,746","1,02,750","1,02,482","1,02,992","1,02,260","1,02,533","1,01,527","1,01,403","1,01,026","1,03,188","1,02,627","1,02,078","1,02,488","1,03,545","1,03,461","1,02,888","1,05,642","1,04,923","1,04,839","1,06,031","1,06,727","1,06,809","1,06,498","1,06,737","1,06,801","1,06,205","1,07,135","1,06,868","1,06,953","1,07,565","1,07,506","1,07,643","1,07,517","1,06,455","1,06,881","1,08,787","1,06,216","1,05,672","95,657","79,344","92,702","1,08,735","1,08,202","1,07,799","1,10,503","1,11,571","1,12,448","1,09,367","1,06,076","1,12,958","1,15,567","1,08,979","1,05,106","1,10,375","1,10,108","1,12,554","1,11,818","1,12,603","1,13,191","1,10,217","1,11,319","1,11,740","1,13,633","1,12,868","1,13,318","1,12,694","1,12,280","1,13,082","1,12,711","1,12,121","1,10,873","1,12,101","1,13,849","1,13,368","1,13,586","1,14,281","1,14,321","1,14,198","1,13,558","1,13,574","1,13,908","1,15,059","1,14,980","1,15,118","1,14,971","1,14,866","1,14,424","1,15,271","1,14,263","1,14,279","1,15,207","1,15,664","1,16,973","1,17,163","1,16,604","1,19,587"
Accommodation and food services  [72],2025-01-31,"96,560","96,695","96,567","95,625","95,455","96,133","96,596","96,147","95,949","95,627","96,062","96,073","94,042","94,911","95,740","95,125","94,968","95,792","96,253","96,414","97,162","96,333","98,021","97,239","99,070","99,972","98,543","99,736","98,898","98,493","99,363","99,353","1,00,198","1,00,484","1,00,906","1,00,892","1,02,746","1,02,750","1,02,482","1,02,992","1,02,260","1,02,533","1,01,527","1,01,403","1,01,026","1,03,188","1,02,627","1,02,078","1,02,488","1,03,545","1,03,461","1,02,888","1,05,642","1,04,923","1,04,839","1,06,031","1,06,727","1,06,809","1,06,498","1,06,737","1,06,801","1,06,205","1,07,135","1,06,868","1,06,953","1,07,565","1,07,506","1,07,643","1,07,517","1,06,455","1,06,881","1,08,787","1,06,216","1,05,672","95,657","79,344","92,702","1,08,735","1,08,202","1,07,799","1,10,503","1,11,571","1,12,448","1,09,367","1,06,076","1,12,958","1,15,567","1,08,979","1,05,106","1,10,375","1,10,108","1,12,554","1,11,818","1,12,603","1,13,191","1,10,217","1,11,319","1,11,740","1,13,633","1,12,868","1,13,318","1,12,694","1,12,280","1,13,082","1,12,711","1,12,121","1,10,873","1,12,101","1,13,849","1,13,368","1,13,586","1,14,281","1,14,321","1,14,198","1,13,558","1,13,574","1,13,908","1,15,059","1,14,980","1,15,118","1,14,927","1,14,801","1,14,368","1,15,217","1,14,224","1,14,278","1,15,145","1,15,583","1,16,812","1,16,933","1,16,493",..
Accommodation and food services  [72],2024-12-23,"96,560","96,695","96,567","95,625","95,455","96,133","96,596","96,147","95,949","95,627","96,062","96,073","94,042","94,911","95,740","95,125","94,968","95,792","96,253","96,414","97,162","96,333","98,021","97,239","99,070","99,972","98,543","99,736","98,898","98,493","99,363","99,353","1,00,198","1,00,484","1,00,906","1,00,892","1,02,746","1,02,750","1,02,482","1,02,992","1,02,260","1,02,533","1,01,527","1,01,403","1,01,026","1,03,188","1,02,627","1,02,078","1,02,488","1,03,545","1,03,461","1,02,888","1,05,642","1,04,923","1,04,839","1,06,031","1,06,727","1,06,809","1,06,498","1,06,737","1,06,801","1,06,205","1,07,135","1,06,868","1,06,953","1,07,565","1,07,506","1,07,643","1,07,517","1,06,455","1,06,881","1,08,787","1,06,216","1,05,672","95,657","79,344","92,702","1,08,735","1,08,202","1,07,799","1,10,503","1,11,571","1,12,448","1,09,367","1,06,076","1,12,958","1,15,567","1,08,979","1,05,106","1,10,375","1,10,108","1,12,554","1,11,818","1,12,603","1,13,191","1,10,217","1,11,319","1,11,740","1,13,633","1,12,868","1,13,318","1,12,694","1,12,280","1,13,082","1,12,711","1,12,121","1,10,873","1,12,101","1,13,849","1,13,368","1,13,586","1,14,281","1,14,321","1,14,198","1,13,558","1,13,574","1,13,908","1,15,059","1,14,980","1,15,118","1,14,927","1,14,801","1,14,368","1,15,290","1,14,214","1,14,125","1,15,220","1,15,732","1,17,034","1,17,068",..,..
Accommodation and food services  [72],2024-11-29,"96,560","96,695","96,567","95,625","95,455","96,133","96,596","96,147","95,949","95,627","96,062","96,073","94,042","94,911","95,740","95,125","94,968","95,792","96,253","96,414","97,162","96,333","98,021","97,239","99,070","99,972","98,543","99,736","98,898","98,493","99,363","99,353","1,00,198","1,00,484","1,00,906","1,00,892","1,02,746","1,02,750","1,02,482","1,02,992","1,02,260","1,02,533","1,01,527","1,01,403","1,01,026","1,03,188","1,02,627","1,02,078","1,02,488","1,03,545","1,03,461","1,02,888","1,05,642","1,04,923","1,04,839","1,06,031","1,06,727","1,06,809","1,06,498","1,06,737","1,06,801","1,06,205","1,07,135","1,06,868","1,06,953","1,07,565","1,07,506","1,07,643","1,07,517","1,06,455","1,06,881","1,08,787","1,06,216","1,05,672","95,657","79,344","92,702","1,08,735","1,08,202","1,07,799","1,10,503","1,11,571","1,12,448","1,09,367","1,06,076","1,12,958","1,15,567","1,08,979","1,05,106","1,10,375","1,10,108","1,12,554","1,11,818","1,12,603","1,13,191","1,10,217","1,11,319","1,11,740","1,13,633","1,12,868","1,13,318","1,12,694","1,12,280","1,13,082","1,12,711","1,12,121","1,10,873","1,12,101","1,13,849","1,13,368","1,13,586","1,14,281","1,14,321","1,14,198","1,13,558","1,13,574","1,13,908","1,15,059","1,14,980","1,15,118","1,14,949","1,14,823","1,14,376","1,15,316","1,14,238","1,14,076","1,15,091","1,15,689","1,16,790",..,..,..
Accommodation and food services  [72],2024-10-31,"96,560","96,695","96,567","95,625","95,455","96,133","96,596","96,147","95,949","95,627","96,062","96,073","94,042","94,911","95,740","95,125","94,968","95,792","96,253","96,414","97,162","96,333","98,021","97,239","99,070","99,972","98,543","99,736","98,898","98,493","99,363","99,353","1,00,198","1,00,484","1,00,906","1,00,892","1,02,746","1,02,750","1,02,482","1,02,992","1,02,260","1,02,533","1,01,527","1,01,403","1,01,026","1,03,188","1,02,627","1,02,078","1,02,488","1,03,545","1,03,461","1,02,888","1,05,642","1,04,923","1,04,839","1,06,031","1,06,727","1,06,809","1,06,498","1,06,737","1,06,801","1,06,205","1,07,135","1,06,868","1,06,953","1,07,565","1,07,506","1,07,643","1,07,517","1,06,455","1,06,881","1,08,787","1,07,448","1,06,599","95,554","79,221","92,512","1,08,103","1,07,631","1,07,233","1,10,193","1,11,557","1,12,716","1,09,449","1,06,754","1,13,382","1,16,439","1,09,613","1,05,818","1,11,258","1,11,211","1,13,581","1,12,985","1,13,922","1,14,414","1,11,443","1,12,587","1,13,009","1,14,787","1,13,584","1,14,315","1,13,533","1,13,342","1,14,045","1,13,727","1,13,087","1,12,066","1,13,090","1,14,524","1,13,908","1,13,920","1,14,644","1,14,689","1,14,588","1,14,257","1,14,284","1,14,629","1,15,767","1,15,577","1,16,118","1,15,845","1,15,639","1,15,297","1,16,039","1,15,042","1,14,877","1,15,875","1,16,533",..,..,..,..
Transportation and warehousing  [48-49],2025-02-28,"80,489","81,359","82,099","81,792","83,725","84,210","83,856","83,431","83,833","83,740","83,423","84,704","84,134","83,617","84,313","84,350","84,477","85,054","85,747","86,205","85,880","85,840","86,736","86,624","86,625","87,117","86,157","85,863","86,027","86,329","86,767","88,226","88,182","88,400","88,772","88,931","90,239","90,359","90,980","92,078","92,580","93,399","92,648","93,051","93,729","93,145","94,194","94,618","94,940","95,201","94,591","93,825","93,727","94,008","94,049","94,095","94,859","94,365","93,782","94,698","95,418","94,107","94,598","95,634","96,807","96,606","98,048","98,950","98,263","98,806","99,110","1,01,925","1,01,041","98,859","81,407","57,822","58,876","65,304","67,822","68,324","69,868","71,901","73,273","74,679","73,731","73,010","74,076","74,073","73,767","74,492","77,787","80,651","82,194","84,515","87,799","90,981","82,437","85,197","89,792","91,074","92,808","94,187","93,436","93,410","94,261","94,479","94,547","93,188","95,671","95,937","97,317","97,866","98,425","97,725","97,909","99,019","99,439","99,450","1,00,315","1,00,059","1,00,066","1,01,345","1,01,045","1,01,773","1,01,840","1,01,785","1,01,573","1,01,687","1,02,691","1,03,275","1,01,809","1,01,945"
Accommodation and food services  [72],2025-01-31,"80,489","81,359","82,099","81,792","83,725","84,210","83,856","83,431","83,833","83,740","83,423","84,704","84,134","83,617","84,313","84,350","84,477","85,054","85,747","86,205","85,880","85,840","86,736","86,624","86,625","87,117","86,157","85,863","86,027","86,329","86,767","88,226","88,182","88,400","88,772","88,931","90,239","90,359","90,980","92,078","92,580","93,399","92,648","93,051","93,729","93,145","94,194","94,618","94,940","95,201","94,591","93,825","93,727","94,008","94,049","94,095","94,859","94,365","93,782","94,698","95,418","94,107","94,598","95,634","96,807","96,606","98,048","98,950","98,263","98,806","99,110","1,01,925","1,01,041","98,859","81,407","57,822","58,876","65,304","67,822","68,324","69,868","71,901","73,273","74,679","73,731","73,010","74,076","74,073","73,767","74,492","77,787","80,651","82,194","84,515","87,799","90,981","82,437","85,197","89,792","91,074","92,808","94,187","93,436","93,410","94,261","94,479","94,547","93,188","95,671","95,937","97,317","97,866","98,425","97,725","97,909","99,019","99,439","99,450","1,00,315","1,00,059","1,00,066","1,01,282","1,00,955","1,01,621","1,01,694","1,01,653","1,01,410","1,01,513","1,02,494","1,02,840","1,01,545",..
Accommodation and food services  [72],2024-12-23,"80,489","81,359","82,099","81,792","83,725","84,210","83,856","83,431","83,833","83,740","83,423","84,704","84,134","83,617","84,313","84,350","84,477","85,054","85,747","86,205","85,880","85,840","86,736","86,624","86,625","87,117","86,157","85,863","86,027","86,329","86,767","88,226","88,182","88,400","88,772","88,931","90,239","90,359","90,980","92,078","92,580","93,399","92,648","93,051","93,729","93,145","94,194","94,618","94,940","95,201","94,591","93,825","93,727","94,008","94,049","94,095","94,859","94,365","93,782","94,698","95,418","94,107","94,598","95,634","96,807","96,606","98,048","98,950","98,263","98,806","99,110","1,01,925","1,01,041","98,859","81,407","57,822","58,876","65,304","67,822","68,324","69,868","71,901","73,273","74,679","73,731","73,010","74,076","74,073","73,767","74,492","77,787","80,651","82,194","84,515","87,799","90,981","82,437","85,197","89,792","91,074","92,808","94,187","93,436","93,410","94,261","94,479","94,547","93,188","95,671","95,937","97,317","97,866","98,425","97,725","97,909","99,019","99,439","99,450","1,00,315","1,00,059","99,975","1,01,228","1,00,779","1,01,024","1,01,453","1,01,464","1,01,052","1,01,345","1,02,289","1,02,537",..,..
Accommodation and food services  [72],2024-11-29,"80,489","81,359","82,099","81,792","83,725","84,210","83,856","83,431","83,833","83,740","83,423","84,704","84,134","83,617","84,313","84,350","84,477","85,054","85,747","86,205","85,880","85,840","86,736","86,624","86,625","87,117","86,157","85,863","86,027","86,329","86,767","88,226","88,182","88,400","88,772","88,931","90,239","90,359","90,980","92,078","92,580","93,399","92,648","93,051","93,729","93,145","94,194","94,618","94,940","95,201","94,591","93,825","93,727","94,008","94,049","94,095","94,859","94,365","93,782","94,698","95,418","94,107","94,598","95,634","96,807","96,606","98,048","98,950","98,263","98,806","99,110","1,01,925","1,01,041","98,859","81,407","57,822","58,876","65,304","67,822","68,324","69,868","71,901","73,273","74,679","73,731","73,010","74,076","74,073","73,767","74,492","77,787","80,651","82,194","84,515","87,799","90,981","82,437","85,197","89,792","91,074","92,808","94,187","93,436","93,410","94,261","94,479","94,547","93,188","95,671","95,937","97,317","97,866","98,425","97,725","97,909","99,019","99,439","99,450","1,00,315","1,00,059","99,935","1,01,124","1,00,697","1,00,849","1,01,428","1,01,473","1,00,941","1,01,148","1,01,885",..,..,..
Accommodation and food services  [72],2024-10-31,"80,489","81,359","82,099","81,792","83,725","84,210","83,856","83,431","83,833","83,740","83,423","84,704","84,134","83,617","84,313","84,350","84,477","85,054","85,747","86,205","85,880","85,840","86,736","86,624","86,625","87,117","86,157","85,863","86,027","86,329","86,767","88,226","88,182","88,400","88,772","88,931","90,239","90,359","90,980","92,078","92,580","93,399","92,648","93,051","93,729","93,145","94,194","94,618","94,940","95,201","94,591","93,825","93,727","94,008","94,049","94,095","94,859","94,365","93,782","94,698","95,418","94,107","94,598","95,634","96,807","96,606","98,048","98,950","98,263","98,806","99,110","1,01,925","1,00,114","98,253","82,538","58,498","59,513","65,251","67,909","68,287","69,881","71,315","73,214","74,403","73,524","72,337","73,156","72,455","71,929","72,205","75,218","77,890","78,922","79,703","80,907","81,402","77,482","80,493","84,028","84,975","86,464","87,411","86,687","86,952","88,163","88,748","89,057","87,544","89,702","89,505","90,401","90,541","90,693","90,226","90,189","91,267","91,522","91,268","92,119","92,057","91,979","93,077","92,832","93,320","93,597","93,734","93,247","92,979",..,..,..,..
Information and cultural industries  [51],2025-02-28,"55,612","55,697","55,859","55,767","56,142","56,546","56,744","56,953","56,855","57,041","57,339","57,350","56,969","57,032","57,097","57,274","57,200","57,489","57,762","57,874","57,882","58,281","58,436","58,613","58,757","58,977","59,173","59,085","59,421","59,689","59,924","60,572","60,503","60,496","60,743","60,942","61,209","61,480","61,799","61,921","62,162","62,152","61,994","62,072","62,309","62,087","62,288","62,587","63,125","63,681","63,964","63,987","64,308","64,588","64,962","65,009","65,183","65,480","65,743","66,250","66,855","67,070","67,436","68,055","68,369","68,862","68,995","69,409","69,507","70,220","70,624","71,146","70,070","70,157","66,365","64,275","64,451","65,953","66,970","68,537","68,828","69,361","69,529","69,812","70,182","70,270","70,686","70,542","70,919","71,439","72,398","73,683","73,637","74,117","74,408","74,827","74,637","74,993","74,941","74,696","74,931","75,140","75,569","75,930","76,141","75,874","75,898","75,414","75,935","76,797","76,995","77,141","77,183","76,867","75,959","75,652","75,690","75,602","76,006","76,097","76,834","76,444","76,488","76,595","76,712","76,897","76,500","76,753","76,623","76,265","76,350","76,150"
Accommodation and food services  [72],2025-01-31,"55,612","55,697","55,859","55,767","56,142","56,546","56,744","56,953","56,855","57,041","57,339","57,350","56,969","57,032","57,097","57,274","57,200","57,489","57,762","57,874","57,882","58,281","58,436","58,613","58,757","58,977","59,173","59,085","59,421","59,689","59,924","60,572","60,503","60,496","60,743","60,942","61,209","61,480","61,799","61,921","62,162","62,152","61,994","62,072","62,309","62,087","62,288","62,587","63,125","63,681","63,964","63,987","64,308","64,588","64,962","65,009","65,183","65,480","65,743","66,250","66,855","67,070","67,436","68,055","68,369","68,862","68,995","69,409","69,507","70,220","70,624","71,146","70,070","70,157","66,365","64,275","64,451","65,953","66,970","68,537","68,828","69,361","69,529","69,812","70,182","70,270","70,686","70,542","70,919","71,439","72,398","73,683","73,637","74,117","74,408","74,827","74,637","74,993","74,941","74,696","74,931","75,140","75,569","75,930","76,141","75,874","75,898","75,414","75,935","76,797","76,995","77,141","77,183","76,867","75,959","75,652","75,690","75,602","76,006","76,097","76,842","76,466","76,490","76,592","76,664","76,878","76,485","76,716","76,596","76,222","76,076",..
Accommodation and food services  [72],2024-12-23,"55,612","55,697","55,859","55,767","56,142","56,546","56,744","56,953","56,855","57,041","57,339","57,350","56,969","57,032","57,097","57,274","57,200","57,489","57,762","57,874","57,882","58,281","58,436","58,613","58,757","58,977","59,173","59,085","59,421","59,689","59,924","60,572","60,503","60,496","60,743","60,942","61,209","61,480","61,799","61,921","62,162","62,152","61,994","62,072","62,309","62,087","62,288","62,587","63,125","63,681","63,964","63,987","64,308","64,588","64,962","65,009","65,183","65,480","65,743","66,250","66,855","67,070","67,436","68,055","68,369","68,862","68,995","69,409","69,507","70,220","70,624","71,146","70,070","70,157","66,365","64,275","64,451","65,953","66,970","68,537","68,828","69,361","69,529","69,812","70,182","70,270","70,686","70,542","70,919","71,439","72,398","73,683","73,637","74,117","74,408","74,827","74,637","74,993","74,941","74,696","74,931","75,140","75,569","75,930","76,141","75,874","75,898","75,414","75,935","76,797","76,995","77,141","77,183","76,867","75,959","75,652","75,690","75,602","76,006","76,097","76,835","76,447","76,479","76,582","76,654","76,874","76,415","76,461","76,585","76,139",..,..
Accommodation and food services  [72],2024-11-29,"55,612","55,697","55,859","55,767","56,142","56,546","56,744","56,953","56,855","57,041","57,339","57,350","56,969","57,032","57,097","57,274","57,200","57,489","57,762","57,874","57,882","58,281","58,436","58,613","58,757","58,977","59,173","59,085","59,421","59,689","59,924","60,572","60,503","60,496","60,743","60,942","61,209","61,480","61,799","61,921","62,162","62,152","61,994","62,072","62,309","62,087","62,288","62,587","63,125","63,681","63,964","63,987","64,308","64,588","64,962","65,009","65,183","65,480","65,743","66,250","66,855","67,070","67,436","68,055","68,369","68,862","68,995","69,409","69,507","70,220","70,624","71,146","70,070","70,157","66,365","64,275","64,451","65,953","66,970","68,537","68,828","69,361","69,529","69,812","70,182","70,270","70,686","70,542","70,919","71,439","72,398","73,683","73,637","74,117","74,408","74,827","74,637","74,993","74,941","74,696","74,931","75,140","75,569","75,930","76,141","75,874","75,898","75,414","75,935","76,797","76,995","77,141","77,183","76,867","75,959","75,652","75,690","75,602","76,006","76,097","76,816","76,442","76,471","76,589","76,680","76,917","76,466","76,537","76,484",..,..,..
Accommodation and food services  [72],2024-10-31,"55,612","55,697","55,859","55,767","56,142","56,546","56,744","56,953","56,855","57,041","57,339","57,350","56,969","57,032","57,097","57,274","57,200","57,489","57,762","57,874","57,882","58,281","58,436","58,613","58,757","58,977","59,173","59,085","59,421","59,689","59,924","60,572","60,503","60,496","60,743","60,942","61,209","61,480","61,799","61,921","62,162","62,152","61,994","62,072","62,309","62,087","62,288","62,587","63,125","63,681","63,964","63,987","64,308","64,588","64,962","65,009","65,183","65,480","65,743","66,250","66,855","67,070","67,436","68,055","68,369","68,862","68,995","69,409","69,507","70,220","70,624","71,146","70,324","70,444","66,607","64,720","64,856","66,124","66,979","68,398","68,550","68,999","69,057","69,250","69,582","69,524","69,851","69,766","70,073","70,349","71,147","72,360","72,157","72,542","72,729","73,312","73,293","73,849","73,743","73,583","73,791","73,840","74,162","74,363","74,539","74,144","74,113","73,620","73,801","74,262","74,215","74,399","74,350","74,039","73,260","72,989","72,814","72,697","73,083","73,360","74,071","73,740","73,780","74,059","74,209","74,355","73,967","74,040",..,..,..,..
Finance and insurance  [52],2025-02-28,"1,14,237","1,13,749","1,13,687","1,14,096","1,14,126","1,14,983","1,15,566","1,16,396","1,17,684","1,19,269","1,18,887","1,19,728","1,20,815","1,21,222","1,21,438","1,20,964","1,20,422","1,21,062","1,22,548","1,22,715","1,22,411","1,22,553","1,21,992","1,22,127","1,24,148","1,23,778","1,24,024","1,24,281","1,24,111","1,24,836","1,26,771","1,27,092","1,28,123","1,27,501","1,28,374","1,28,551","1,27,843","1,30,723","1,32,445","1,34,087","1,36,868","1,37,453","1,36,746","1,36,017","1,36,184","1,36,449","1,37,192","1,37,885","1,37,957","1,38,903","1,37,262","1,36,843","1,37,409","1,37,082","1,37,070","1,38,532","1,38,934","1,40,623","1,39,712","1,40,029","1,40,611","1,39,193","1,39,951","1,40,844","1,41,007","1,41,186","1,41,857","1,42,782","1,42,980","1,43,846","1,44,281","1,45,486","1,44,858","1,45,614","1,40,141","1,43,497","1,43,605","1,46,278","1,47,413","1,47,812","1,48,551","1,50,418","1,51,752","1,51,853","1,53,494","1,54,548","1,54,689","1,54,216","1,55,966","1,57,268","1,59,244","1,60,873","1,62,491","1,62,802","1,63,641","1,63,920","1,64,240","1,63,318","1,63,543","1,62,746","1,62,132","1,60,809","1,60,813","1,60,519","1,60,060","1,59,410","1,60,711","1,60,287","1,61,522","1,61,686","1,62,520","1,62,124","1,62,669","1,62,125","1,61,727","1,62,044","1,62,187","1,63,091","1,62,711","1,63,410","1,63,658","1,65,084","1,64,490","1,65,988","1,65,789","1,66,536","1,67,245","1,68,467","1,69,183","1,69,253","1,68,611","1,68,968"
Accommodation and food services  [72],2025-01-31,"1,14,237","1,13,749","1,13,687","1,14,096","1,14,126","1,14,983","1,15,566","1,16,396","1,17,684","1,19,269","1,18,887","1,19,728","1,20,815","1,21,222","1,21,438","1,20,964","1,20,422","1,21,062","1,22,548","1,22,715","1,22,411","1,22,553","1,21,992","1,22,127","1,24,148","1,23,778","1,24,024","1,24,281","1,24,111","1,24,836","1,26,771","1,27,092","1,28,123","1,27,501","1,28,374","1,28,551","1,27,843","1,30,723","1,32,445","1,34,087","1,36,868","1,37,453","1,36,746","1,36,017","1,36,184","1,36,449","1,37,192","1,37,885","1,37,957","1,38,903","1,37,262","1,36,843","1,37,409","1,37,082","1,37,070","1,38,532","1,38,934","1,40,623","1,39,712","1,40,029","1,40,611","1,39,193","1,39,951","1,40,844","1,41,007","1,41,186","1,41,857","1,42,782","1,42,980","1,43,846","1,44,281","1,45,486","1,44,858","1,45,614","1,40,141","1,43,497","1,43,605","1,46,278","1,47,413","1,47,812","1,48,551","1,50,418","1,51,752","1,51,853","1,53,494","1,54,548","1,54,689","1,54,216","1,55,966","1,57,268","1,59,244","1,60,873","1,62,491","1,62,802","1,63,641","1,63,920","1,64,240","1,63,318","1,63,543","1,62,746","1,62,132","1,60,809","1,60,813","1,60,519","1,60,060","1,59,410","1,60,711","1,60,287","1,61,522","1,61,686","1,62,520","1,62,124","1,62,669","1,62,125","1,61,727","1,62,044","1,62,187","1,63,091","1,62,711","1,63,410","1,63,683","1,65,088","1,64,445","1,65,903","1,65,604","1,66,396","1,67,013","1,67,994","1,68,243","1,67,923","1,67,255",..
